title,score,genres,episodes,synopsis,popularity,members,studios,year
Deca-Dence,7.35,"['Action', 'Adventure', 'Sci-Fi']",12.0,"Far in the future, the lifeforms known as Gadoll suddenly arose as a threat to humanity. The last surviving humans on Earth confine themselves to the Tank, a lower district in the giant mobile fortress Deca-Dence. While the Gears who live on the upper floors are warriors who go out to fight as part of the Power, most Tankers are content to provide support from the backlines, butchering Gadoll meat and reinforcing defenses. Natsume is among those who would rather go to the front lines; undeterred by her prosthetic right arm, she seeks to join the small number of Tanker soldiers who join the Gears in combat. 

But despite her peers at the orphanage each receiving their work assignments, Natsume’s enlistment to the Power remains unapproved. In the meantime, she begins a job as a cleaner in an armor repair team led by the hard-nosed and apathetic Kaburagi, who seems to be more than he lets on. Though initially cold to his idealistic subordinate, he soon recognizes in her the potential to upset the status quo of the world. As Natsume’s new mentor, Kaburagi prepares her for the special and unique role as a game-changing bug in the system.",846,321006,['Nut'],2020
OniAi,6.41,"['Comedy', 'Romance', 'Ecchi', 'Harem', 'School']",12.0,"After their parents' deaths, brother and sister Akito and Akiko Himenokouji were forced to live with separate families for six years. But now they have finally reunited and begin to live together. It quickly becomes apparent that Akiko harbors romantic feelings for her brother; however, Akito only sees her as a sibling.

When three more girls—Anastasia Nasuhara, Arashi Nikaidou, and Ginbei Haruomi Sawatari—move into their apartment, Akiko's hopes of living alone with her brother vanish. Moreover, these girls also like Akito in one way or another, making it even more difficult for Akiko to gain her brother's undivided attention. As the girls fight over who should take care of Akito, they display various eroticisms that may be a little too much for a normal man to handle.
",847,320834,['SILVER LINK.'],2012
Tada Never Falls in Love,7.57,"['Comedy', 'Romance', 'School', 'Visual Arts']",13.0,"Love has never really been a concern for Mitsuyoshi Tada, and as the aspiring photographer enters his second year of high school, it truthfully could not be further from his mind. However, things just might change after he meets a bright and bubbly foreigner named Teresa Wagner while he was taking pictures of a cherry blossom tree. Nevertheless, after she asks him to photograph her, the two soon separate, only to meet each other again twice more that same day. Finding Teresa just as she is caught in a sudden downpour, Tada invites her to his family's coffee shop to dry off. There, she explains that she was separated from her traveling companion, a no-nonsense redhead named Alexandra ""Alec"" Magritte. When Alec reunites with Teresa shortly after, they say their goodbyes, expecting to part ways for good—but the two unexpectedly show up as transfer students in his class the next day.

Teresa and Alec quickly get used to their lives at Koinohoshi High School and decide to join Tada in the photography club, along with his narcissistic friend Kaoru Ijuuin, the idol-obsessed Hajime Sugimoto, the serious class rep Hinako Hasegawa, and the dog-like Kentarou Yamashita. With these two peculiar additions to his equally eccentric group of friends, Tada's second year of high school is about to get even livelier, and he might need to start rethinking his approach to love.",848,320445,['Doga Kobo'],2018
Tokyo Godfathers,8.28,"['Award Winning', 'Comedy', 'Drama', 'Adult Cast', 'Childcare']",1.0,"One Christmas Eve, Hana, Gin, and Miyuki are rummaging for presents through heaps of garbage when they chance upon an abandoned baby in the cold winter night. Appalled at the pitiful sight, Hana's maternal instincts kick in and she insists on finding the baby's biological mother to demand an explanation. Naming the baby Kiyoko—meaning pure child—they begin their search using the possible clues left alongside her: a mysterious key and a single note. However, their plans are soon thrown into disarray as they get caught up in a series of unprecedented events.

Tokyo Godfathers follows the journey of the trio as they stick together through thick and thin, hoping to deliver Kiyoko to her true home, and find their very own Christmas miracle.
",849,320297,['Madhouse'],
We Never Learn: BOKUBEN Season 2,7.33,"['Comedy', 'Romance', 'Harem', 'School', 'Shounen']",13.0,"Under Nariyuki Yuiga's devoted tutelage, his classmates Rizu Ogata, Fumino Furuhashi, and Uruka Takemoto are finally pulling average test scores on their worst subjects. But time is ticking, and there is still a long way to go before the three geniuses of Ichinose Academy are ready for their upcoming university exams. Meanwhile, the girls still struggle to balance the pursuit of their dreams with their growing affections for their unsuspecting tutor.

Joining them are Mafuyu Kirisu, a teacher with strong views about education and talent because of her past as a rising figure skater, and Asumi Kominami, a graduate from their school aiming to attend a national medical university. With these two additions, the group of six is livelier than ever before. Completely caught up in hilarious antics with his new friends, Yuiga finds that his last year of high school now includes a lot more than just going to class and studying.",850,320141,"['Silver', 'Arvo Animation']",2019
A Sign of Affection,8.2,"['Romance', 'Adult Cast', 'Shoujo']",12.0,"For hearing-impaired university student Yuki Itose, silence has been a natural part of life since birth. Her world is small and isolated; she commutes to campus, interacts with her best friend Rin Fujishiro, and communicates through writing and text messages—a lifestyle that offers little to no change. One day, during her commute, Yuki meets fellow student Itsuomi Nagi, a multilingual travel enthusiast and friend of Rin. When Itsuomi learns of Yuki's condition, he takes it in stride, moving Yuki's heart. From this one simple gesture, Yuki and Itsuomi's lives start changing day by day as they let each other into their own worlds.",851,319965,['Ajia-do'],2024
Majikoi: Oh! Samurai Girls,6.65,"['Action', 'Comedy', 'Romance', 'Ecchi', 'Harem', 'Martial Arts', 'School', 'Super Power']",12.0,"The samurai are a very important part of Japan's history, and to be related to them in any way is probably one of the most inspiring things that a young high school student could hope for.

Kawakami City is well-known for having many samurai ancestors among its citizens, and is generally surrounded by an atmosphere of fighting spirit, loyalty, and dedication to work. In Maji de Watashi ni Koi Shinasai!, the students of Kawakami Academy use this knowledge on a daily basis, whether they are studying for exams, competing in sports competitions, or making sure that they take very good care of their traditions. Yamato Naoe is one such student, and his six closest friends (three boys and three girls) make up the perfect team for friendship, rivalry, and motivation. However, even samurai have weaknesses.

Although the balance and long friendship of their group has been undisturbed for a long time, when two new girls enter the group, things start to get a lot more interesting. Not only must they maintain what they think is the samurai tradition, but they must now also do it wi",852,319821,['Lerche'],2011
Highschool of the Dead: Drifters of the Dead,6.62,"['Comedy', 'Supernatural', 'Ecchi', 'Shounen']",1.0,"After escaping the zombie-infested mainland, Takashi Komuro and the gang find themselves on a remote island off the coast of Tokonosu City. While scavenging around the island for supplies, they encounter a small seaside shack that provides them with clothing and a place to rest for the night. After a day's work of collecting food, they begin to cook what they have gathered. 

As they wait beside the campfire, a light haze begins to form around them and makes them nauseous. Confirming it to be caused by hydrangeas—a type of poisonous plant that can cause hallucinations—the group attempts to escape from the powerful odor. ",853,319817,['Madhouse'],
SSSS.Gridman,7.13,"['Award Winning', 'Sci-Fi', 'Mecha']",12.0,"Yuuta Hibiki wakes up in the room of Rikka Takarada and notices two things: he has no memories, and he can hear a mysterious voice calling his name from a nearby room. On further inspection, he finds a robot—which introduces itself as Hyper Agent Gridman—behind the screen of an old computer. Much to Yuuta's surprise, Rikka cannot hear Gridman, nor can she see the ominous monsters looming over a thick fog as it envelopes the town outside.

Another giant monster materializes in the city and proceeds to wreak havoc. Amidst the confusion, Yuuta is once again drawn to the old computer and merges with Gridman. Suddenly, he appears in the middle of the battle and is forced to fight the monster. Together with Rikka and fellow classmate Shou Utsumi, Yuuta forms the ""Gridman Alliance"" to defeat the monsters plaguing the city and find whoever is responsible for their emergence.",854,319357,['Trigger'],2018
KenIchi: The Mightiest Disciple,8.03,"['Action', 'Comedy', 'Martial Arts', 'School', 'Shounen']",50.0,"Whenever he is not getting pummeled in the karate club after school, high schooler Kenichi Shirahama can be found with his head buried in one of the many self-help books he carries with him every day. One day, on the way to school, Kenichi accidentally frightens the new student in his class, leading her to throw him down onto the ground. After apologizing for her violent reflexes, she introduces herself as Miu Furinji and asks Kenichi to be her friend.

Later that day, after karate club practice, Kenichi is given an ultimatum by one of the other club members: they will fight next week and the loser has to quit the club permanently. While lamenting his imminent defeat in the upcoming fight, Kenichi witnesses Miu fend off three thugs easily. Fed up with being perpetually bullied by those more powerful than him, he asks Miu for tips on how to become a better fighter. She directs Kenichi to her grandfather's dojo, Ryouzanpaku, where several skilled—albeit strange—masters of extreme martial arts have gathered to hone their abilities. Miu promises that Kenichi will become significantly stronger, but only if he manages to stay alive.

With those ominous words looming in his mind and the appearance of a criminal martial arts gang known as ""Ragnarok"" threatening the safety of those around him, Kenichi takes the first step on his journey to become a world-class fighter and a defender of the defenseless.",855,319197,['TMS Entertainment'],2006
Gachiakuta,8.05,"['Action', 'Fantasy', 'Shounen']",24.0,"The inhabitants of a certain wealthy town think nothing of throwing objects away. However, their waste is priceless to Rudo, a resident of the town's slums. Despite the constant warnings from his adoptive father Regto, Rudo spends his days searching for reusable materials that would otherwise be sent to the giant disposal area known as the Pit. Due to its vastness, the Pit doubles as a means of criminal punishment; those dropped in are never to return again.

When Regto is murdered by a mysterious assailant, Rudo is falsely accused of the crime and thrown into the Pit. To his surprise, he awakens in a trash-filled area inhabited by enormous monsters formed from the junk. As the toxic air and Trash Beasts push Rudo to the brink of death, he is saved by Enjin, one of the Cleaners who wield weapons known as Vital Instruments to fight the monstrosities. Having gained his own Vital Instrument, Rudo soon joins the Cleaners in the hopes of finding a way to escape the Pit and avenge his father.",856,318915,['Bones Film'],2025
Ground Control to Psychoelectric Girl,7.11,"['Comedy', 'Sci-Fi']",12.0,"Makoto Niwa meticulously tallies the amount of positive and negative youthful experiences he engages in as if to grade his own life. When his parents go overseas, he moves to a new town to live with his aunt, welcoming the change and ready for a fresh start. However, as ordinary as he had imagined his adolescence to be, he could never have taken the existence of an enigmatic long-lost cousin into account.

Upon moving into his aunt's house, he discovers the cousin he never knew about: Erio Touwa. Despite being Makoto's age, she couldn't be more different: Erio chooses to wrap herself in a futon all day rather than to go to school. She even claims to be an alien, and with a speech pattern and personality to back it up, any chance of Makoto's dreamt-of normal life is instantly tossed out the window.

As he meets a string of other eccentric girls in town, Makoto must face the possibility of seeing his youth points in the red. However, he might be surprised by how thrilling an abnormal youth can be.",857,318674,['Shaft'],2011
The Legend of the Legendary Heroes,7.49,"['Action', 'Adventure', 'Fantasy', 'Military']",24.0,"""Alpha Stigma"" are known to be eyes that can analyze all types of magic. However, they are more infamously known as cursed eyes that can only bring destruction and death to others.

Ryner Lute, a talented mage and also an Alpha Stigma bearer, was once a student of the Roland Empire's Magician Academy, an elite school dedicated to training magicians for military purposes. However, after many of his classmates died in a war, he makes an oath to make the nation a more orderly and peaceful place, with fellow survivor and best friend, Sion Astal.

Now that Sion is the king of Roland, he orders Ryner to search for useful relics that will aid the nation. Together with Ferris Eris, a beautiful and highly skilled swordswoman, Ryner goes on a journey to search for relics of legendary heroes from the past, and also uncover the secrets behind his cursed eyes.",858,318240,['Zexcs'],2010
Shakugan no Shana: Season II,7.54,"['Action', 'Drama', 'Fantasy', 'Romance', 'School', 'Urban Fantasy']",24.0,"Denizens from the Crimson Realm continue to infiltrate Misaki City and steal life energy from humans. To combat this threat, Flame Hazes are tasked with saving humans from losing their existences. But while it is a Flame Haze's duty to protect humans, Shana—the ""Flame-Haired Burning-Eyed Hunter""—seems to be focusing her attention on one human in particular: Yuuji Sakai, a teenage boy who was unwittingly dragged into the fight between Crimson Denizens and Flame Hazes. Since her first encounter with Yuuji, Shana has started to see him as more than just a friend. In fact, Yuuji wonders if Shana might have revealed her feelings to him once before, but it is difficult for him to confirm due to her hot-and-cold personality. Nonetheless, their days pass like any other, until a new transfer student arrives at their high school—one who bears a striking resemblance to an old enemy.

Yuuji and Shana have no time to dance around their feelings for each other; while their adversaries from the Bal Masqué organization plan their next attack, the two must keep their guard up as they explore the origin behind the coveted magical object within Yuuji's body, the ""Midnight Lost Child.""",859,317407,['J.C.Staff'],2007
Goblin Slayer: Goblin's Crown,7.26,"['Action', 'Adventure', 'Fantasy', 'Gore']",1.0,"Goblin Slayer and his party head up to the snowy mountains in the north after receiving a request from the Sword Maiden. A small village gets attacked, they encounter a mysterious chapel, and something about how these goblins are acting bothers the Goblin Slay",860,317157,['White Fox'],
Fighting Spirit: New Challenger,8.67,"['Sports', 'Combat Sports', 'Shounen']",26.0,"Japanese Featherweight Champion Ippo Makunouchi has successfully defended and retained his title. Meanwhile, his rival, Ichirou Miyata, has resurfaced in Japan, aiming for his own Featherweight belt in the Oriental Pacific Boxing Federation. When the rest of the world comes knocking, however, will Japan's best fighters rise to the challenge and achieve glory at the top? Or will the small island nation be crushed under the weight of greater entities? This time, champions will become challengers issuing a call to the rest of the world and ready to show off their fighting spirit!",861,316895,['Madhouse'],2009
Saga of Tanya the Evil: The Movie,8.23,"['Action', 'Fantasy', 'Isekai', 'Military', 'Reincarnation']",1.0,"With its armies sweeping across the continent, the Empire seems unstoppable. After securing victory over the remnants of the Republic's army, the Empire's ultimate victory is finally within reach. However, dark clouds are gathering in the East. The communist-led Russy Federation is mustering troops on its western border, preparing to enter the war. Supported by a detachment of Allied volunteer magicians—among whom is Mary Sioux, the daughter of a soldier killed by Tanya Degurechaff—the Federation is determined to spread the communist creed and bring the Empire to its knees.

Meanwhile, Tanya and her battalion return to the imperial capital from the southern front. Upon their arrival, they are tasked with investigating troop movements on the border with the Federation. Any escalation of violence at this point may lead to new conflicts, plunging the world into a devastating global war.

Will the Empire eventually emerge victorious from its struggle, or will it crumble in the face of superior enemies and radically different ideologies?
",862,316447,['Nut'],
"Clannad: Another World, Tomoyo Chapter",7.92,"['Drama', 'Romance', 'School']",1.0,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen is set in an alternate reality where Tomoya Okazaki dates his junior, Tomoyo Sakagami.

Tomoyo has been elected to be the school's next Student Council President. This is great news as she can now work toward her goal of preventing the school's cherry blossom trees from being axed. Although Tomoya is ecstatic for her, given his reputation as a delinquent in school, his relationship with Tomoyo is making them the subject of gossip around the campus, which can potentially compromise her standing as Student Council President. The school community's disapproval of their relationship becomes more apparent when the Student Council's Vice-President and even the school's administration warn Tomoya to distance himself from Tomoyo.

With the bad atmosphere widening the rift between Tomoya and Tomoyo, will Tomoya succumb to societal pressure and do as they say, or will their love for each other rise above it all?
",863,316180,['Kyoto Animation'],
My Wife is the Student Council President!,6.55,"['Comedy', 'Romance', 'Ecchi', 'School', 'Shounen']",12.0,"Hayato Izumi, an introverted and studious high school student, is running for the position of student council president. However, his ambition is soon shattered by his rival, Ui Wakana, an outgoing person focused on the noble goal of improving school life through love and sex education. Accepting his loss, Hayato takes on the role of vice president.

Shortly after the election, Hayato is met with a surprise: Ui announces that she will be moving in with him—as his wife! Although initially hesitant, Hayato discovers that this marriage was arranged by their parents, and he eventually complies. Now that they are welcoming a new beginning, the couple must learn how to live with each other while keeping their unconventional relationship a secret from the entire school.",864,315608,['Seven'],2015
Naruto the Movie 1: Ninja Clash in the Land of Snow,7.13,"['Action', 'Adventure', 'Fantasy', 'Shounen']",1.0,"Naruto Uzumaki and his squadmates, Sasuke Uchiha and Sakura Haruno, are sent on a mission to escort a movie crew on its way to film in the Land of Snow. They soon find out that they are accompanying a famous actress, Yukie Fujikaze, who persistently refuses to travel there, making the trip far more difficult than originally intended. After a surprising encounter with ninjas from the Land of Snow, Naruto discovers that there is more to Yukie than meets the eye.

Dai Katsugeki!! Yuki Hime Ninpouchou Dattebayo! follows the group as they attempt to overcome the obstacles in the Land of Snow and unveil Yukie's true purpose there as well.",865,314911,['Studio Pierrot'],
Penguindrum,7.92,"['Avant Garde', 'Drama', 'Mystery', 'Supernatural', 'Suspense', 'Psychological']",24.0,"For the Takakura family, destiny is an ever-spinning wheel, pointing passionately in their direction with equal tides of joy and sorrow before ticking on to the next wishmaker. With their parents gone, twin brothers Kanba and Shouma live alone with their beloved little sister Himari, whose poor health cannot decline any further.

On the day Himari is given permission to temporarily leave the hospital, her brothers take her out to the aquarium to celebrate, where the family's supposed fate is brought forth with her sudden collapse. However, when Himari is inexplicably revived by a penguin hat from the aquarium's souvenir shop, the hand of fate continues to tick faithfully forward.

With her miraculous recovery, though, comes a cost: there is a new entity within her body, whose condition for keeping her fate at bay sends the boys on a wild goose chase for the mysterious ""Penguin Drum."" In their search, the boys will have to follow the threads of fate leading from their own shocking past and into the lives of other wishmakers vying for the Penguin Drum, all hoping to land upon their chosen destiny.",866,314591,"[""Brain's Base""]",2011
The Seven Deadly Sins the Movie: Prisoners of the Sky,7.09,"['Action', 'Adventure', 'Fantasy', 'Shounen']",1.0,"In search of a mystical ingredient known as Sky Fish, Meliodas and Hawk stumble upon a spring that suddenly transports them to the Sky Temple: a breathtaking land above the clouds, inhabited by beings called Celestials. Meliodas, however, looks strikingly similar to a local criminal called Solaad, and is imprisoned and shunned as a result. Meanwhile, the kingdom of the Sky Temple prepares to defend the Great Oshiro's seal—said to harbour a three thousand-year-old evil—from the malevolent Six Knights of Black, a group of demons who seek to destroy the seal. However, the Demon Clan is successfully unleashed and terrorizes the land, prompting the remaining Seven Deadly Sins and the Celestials to fight against their wicked foes. 

The battle progresses well, until one of the Six Knights awakens an ""Indura of Retribution,"" an uncontrollable beast from the Demon Realm. With its overwhelming strength and sinister power, the Seven Deadly Sins and Celestial beings must now work together to defeat the creature that threatens their very existence.",867,314217,['A-1 Pictures'],
Maken-Ki!,6.3,"['Action', 'Ecchi', 'Harem', 'Martial Arts', 'School', 'Super Power', 'Shounen']",12.0,"Based on the manga series by Hiromitsu Takeda, this romantic comedy is about Takeru Ohyama, a typical perverted teenage boy. His new school doesn't require entrance exams, and it just turned co-ed! Unfortunately, his dreams of a happy high school life are dashed when he finds out the school is much more than it seems. All of the students wield a special item—a Maken—to unleash their magical abilities in duels! Can Takeru find a Maken that works for him? Even while trying to fit in at a new school and dealing with all kinds of girl probl",868,313948,['AIC Spirits'],2011
Naruto Shippuden the Movie 1,7.29,"['Action', 'Adventure', 'Fantasy', 'Shounen']",1.0,"A group of ninja is planning to revive a powerful demon, and once its spirit is reunited with its body, the world will be destroyed. The only way to prevent this from happening is for Shion, a shrine maiden, to seal it away for good.

Naruto Uzumaki is tasked to guard her, but one thing stops Shion from accepting his help: she also has the ability to predict death—and she has foreseen his demise approaching soon. In order to escape his fate, Naruto must stay away from Shion; however, undeterred, he chooses to challenge the prophecy in order to protect Shion and the world.",869,313982,['Studio Pierrot'],
Patema Inverted,7.93,"['Adventure', 'Award Winning', 'Sci-Fi']",1.0,"Patema is a plucky young girl from an underground civilization boasting an incredible network of tunnels. Inspired by a friend that mysteriously went missing, she is often reprimanded due to her constant excursions of these tunnels due to her royal status. After she enters what is known as the ""forbidden zone,"" she accidentally falls into a giant bottomless pit after being startled by a strange creature.

Finding herself on the surface, a world literally turned upside down, she begins falling towards the sky only to be saved by Age, a discontented student of the totalitarian nation known as Aiga. The people of Aiga are taught to believe that ""Inverts,"" like Patema, are sinners that will be ""swallowed by the sky,"" but Age has resisted this propaganda and decides to protect his new friend. A chance meeting between two curious teenagers leads to an exploration of two unique worlds as they begin working together to unveil the secrets of their origins in Sakasama no Patema, a heart-warming film about overcoming differences in order to coexist.",870,313823,"['Studio Rikka', 'Purple Cow Studio Japan']",
Hamatora The Animation,7.24,"['Action', 'Mystery', 'Super Power']",12.0,"The ability to create miracles is not just a supernatural phenomenon; it is a gift which manifests in a limited number of human beings. ""Minimum,"" or small miracles, are special powers that only selected people called ""Minimum Holders"" possess. The detective agency Yokohama Troubleshooting, or Hamatora for short, is composed of the ""Minimum Holder PI Duo,"" Nice and Murasaki. Their office is a lone table at Cafe Nowhere, where the pair and their coworkers await new clients.

Suddenly, the jobs that they begin to receive seem to have strange connections to the serial killer whom their friend Art, a police officer, is searching for. The murder victims share a single similarity: they are all Minimum Holders. Nice and Murasaki, as holders themselves, are drawn to the case—but what exactly is the link between Nice and the one who orchestrates it all?",871,313817,['NAZ'],2014
Suppose a Kid from the Last Dungeon Boonies Moved to a Starter Town?,6.32,"['Adventure', 'Comedy', 'Fantasy']",12.0,"A long time ago, the ancient saviors of humanity founded a village as their haven, with their descendants said to assist humanity in times of extreme chaos. This village, Kunlun, is located just beside the infamous ""Last Dungeon""—a place where monsters of unimaginable strength reside and which serves as the hunting grounds for Kunlun residents.

Despite being accustomed to defeating powerful enemies since childhood, Lloyd Belladonna regards himself as the weakest in his village in terms of magic, strength, and intelligence. Even so, to fulfill his desire of becoming a soldier, he goes to the Kingdom of Azami to enroll in its military academy. However, as someone whose upbringing defies common sense, Lloyd's innate power might just prove to be the key to end the crises enveloping the kingdom!",872,313724,['LIDENFILMS'],2021
Fuuka,6.51,"['Drama', 'Romance', 'Ecchi', 'Love Polygon', 'Music', 'School', 'Shounen']",12.0,"The story follows the life of Yuu Haruna, who recently moved into Tokyo with his sisters after their father is forced to transfer overseas on work.

On his way to buy dinner while looking at his Twitter account, a high school girl suddenly crashes into him. Thinking he was taking upskirt pictures of her, the girl takes Yuu's phone, breaks it, and slaps him before leaving Yuu lying on the ground. As it turns out, this girl—Fuuka Akitsuki—also goes to the school Yuu is transferring to.

Unlike most people, Fuuka doesn't own a cellphone; she even listens to music using a CD player. Eventually these two become closer, and decide to form a band with their friends and enter the professional world of music. With Fuuka around, what will now become of Yuu's new life in Tokyo?",873,313594,['Diomedéa'],2017
Hybrid x Heart Magias Academy Ataraxia,6.11,"['Action', 'Comedy', 'Fantasy', 'Romance', 'Ecchi', 'Harem', 'School', 'Urban Fantasy']",12.0,"Hida Kizuna possesses the HHG (Heart Hybrid Gear) ability, but it is not strong enough to make him particularly important. His older sister calls him to transfer to a strategic defense school, where many of the students (many of which are large-breasted girls) use their HHG abilities to fight invaders from another world while wearing extremely skimpy pilot outfits. Kizuna's fighting ability doesn't measure up, but his sister has another plan—apparently having erotic experiences with Kizuna will allow the girls to replenish their energy or power-up. It looks like his new school life is going to be full of embarrassmen",874,312718,['Production IMS'],2016
Tsukimichi -Moonlit Fantasy- Season 2,7.84,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Isekai']",25.0,"Despite a rough start, Makoto Misumi's life in another world takes a positive turn when he meets more demihumans who recognize his presence. Now as the leader of a fast-growing demihuman community, Makoto wishes to make human society more accepting of them and thus builds a business showcasing the demihumans' abilities. To extend his reach further, Makoto enrolls at the Rotsgard Academy to learn magic and expand his business venture there.

Meanwhile, the goddess who summoned and forsaken Makoto had brought two other people to her world shortly after sending him away, making them heroes of their respective nations. Given enough time, Makoto's path will intertwine with both of these heroes, which may cause the world to take a drastic direction.",875,312205,['J.C.Staff'],2024
Somali and the Forest Spirit,7.81,"['Adventure', 'Drama', 'Fantasy', 'Anthropomorphic', 'Childcare']",12.0,"In a world inhabited by demons, cyclopes, and other fantastic creatures, humans stand apart as the outcasts. Quick to anger, the human race engaged in a war that all but wiped them out. The few humans that remain are seen as a delicacy, serving no purpose but to be hunted down and eaten.

One day, a golem—a wandering protector of nature—encounters a lone human child while patrolling. Inspired by her enthusiasm, he takes the girl, named Somali, under his wing. Together, the duo embarks on a journey to find Somali's parents and bring her home.",876,312157,"['Satelight', 'HORNETS']",2020
Princess Connect! Re:Dive,7.03,"['Adventure', 'Comedy', 'Fantasy', 'Gourmet']",13.0,"In the continent of Astraea, a man falls from the sky, possessing no memories other than his name, Yuuki. An elf named Kokkoro finds him, introducing herself as his guide in the world they are about to traverse. With Kokkoro's guidance, Yuuki is able to learn how this world works, from battling monsters to handling currency.

To earn money for their journey, Yuuki and Kokkoro decide to go to a nearby guild association to accept a simple quest. In their expedition, they meet Pecorine, a somewhat gluttonous but charming girl skilled in battle. The next day, they also meet Karyl, a cat girl specializing in magic.

After some time, a bond of friendship and camaraderie forms between them, and the four decide to create a guild of their own. As they continue their adventures, they explore the world, meet new people, and will perhaps uncover the mysteries behind Yuuki's missing memories.
",877,311063,['CygamesPictures'],2020
Tokyo Magnitude 8.0,8.0,"['Award Winning', 'Drama']",11.0,"Middle school student Mirai Onozawa is dissatisfied with her family circumstances and, in a moment of frustration, wishes to tear everything apart. Unfortunately, these destructive thoughts seem to come true in the form of a magnitude 8.0 earthquake just a few moments later.

When summer vacation begins, Mirai reluctantly takes her younger brother Yuuki to Odaiba, where a robot exhibition that he wanted to go to is being held. However, while they are in the exhibition center, the fury of a major earthquake shakes the Kanto region; helpless, both kids witness the devastating power of this natural disaster as it brings the city to its knees.

In its aftermath, they stumble upon Mari Kusakabe, a motorcyclist and single mother who decides to help the young siblings. Aiming to return to their homes and reunite with their families, the group sets off on a long and hard journey through the decimated city.",878,310657,"['Bones', 'Kinema Citrus']",2009
Anohana: The Flower We Saw That Day The Movie,7.83,"['Drama', 'Supernatural']",1.0,"A year after their deceased friend Honma Meiko appeared to them, Jinta Yadomi and the other members of the Super Peace Busters decide to write letters in her memory. Attempting to enjoy their summer together, they reminisce about their time together before and after her death.

AnoHana. Movie retells the main events of the parent story in the perspective of each member of the Super Peace Busters.",879,309748,['A-1 Pictures'],
Dimension W,7.17,"['Action', 'Sci-Fi', 'Seinen']",12.0,"In the near future, humans have discovered a fourth dimension, Dimension W, and a supposedly infinite source of energy within. In order to harness this profound new energy, mankind develops advanced ""coils,"" devices that link to and use the power of Dimension W. However, by year 2071, the New Tesla Energy corporation has monopolized the energy industry with coils, soon leading to the illegal distribution of unofficial coils that begin flooding the markets.

Kyouma Mabuchi is an ex-soldier who is wary of all coil-based technology to the extent that he still drives a gas-powered car. Kyouma is a ""Collector,"" individuals with the sole duty of hunting down illegal coils in exchange for money. What started out as just any other mission is turned on its head when he bumps into Mira Yurizaki, an android with a connection to the ""father"" of coils. When a series of strange events begin to take place, these two unlikely allies band together to uncover the mysteries of Dimension W.",880,309617,"['Orange', 'Studio 3Hz']",2016
Ajin: Demi-Human 2nd Season,7.55,"['Action', 'Horror', 'Mystery', 'Supernatural', 'Gore', 'Seinen']",13.0,"After escaping certain death, Kei Nagai and his new companion Kou Nakano plot revenge on Satou, their fellow Ajin who is hellbent on world domination. As Satou embarks on a string of public executions, the human race rushes to come up with a solution to stop the immortal villain.

Kei discovers unlikely allies in the form of two former adversaries: high-ranking government official Yuu Tosaki, whose extensive research on Ajin gives him a tactical advantage in the fight against Satou, and Tosaki's Ajin assistant Izumi Shimomura. As his faction continues to gather allies, Kei races against time to put a stop to Satou's crusade before it brings about an end to civilization as he knows it.
",881,309605,['Polygon Pictures'],2016
Silver Spoon,8.09,"['Comedy', 'School', 'Shounen']",11.0,"Yuugo Hachiken is studious, hard-working, and tired of trying to live up to expectations he just cannot meet. With the ushering in of a brand new school year, he decides to enroll in Ooezo Agricultural High School, a boarding school located in the Hokkaido countryside, as a means to escape from the stress brought upon by his parents.

Initially convinced that he would do well at this institution, Hachiken is quickly proven wrong by his talented classmates, individuals who have been living on farms their entire lives and know just about everything when it comes to food, vegetables, and even the physiology of livestock! Whether it be waking up at five in the morning for strenuous labor or to take care of farm animals, Hachiken is a complete amateur when it comes to the harsh agricultural life.

Gin no Saji follows the comedic story of a young student as he tries to fit into a completely new environment, meeting many unique people along the way. As he struggles to appreciate his surroundings, Hachiken hopes to discover his dreams, so that he may lead a fulfilling life on his own terms.",882,309453,['A-1 Pictures'],2013
Air,7.27,"['Drama', 'Romance', 'Supernatural']",12.0,"Yukito Kunisaki is on a journey in search of the Winged Maiden who was bound to the sky centuries ago, after hearing an old childhood tale from his mother. As Yukito shows his puppet show to people in an attempt to make some money, he finds himself in a small town in which he did not expect to stay very long. However, when he meets an unusual girl named Misuzu, things take a drastic turn as he is invited to stay with her.

By staying in the quaint town, Yukito soon becomes friends with the locals. As he gets to know them better, he learns of their problems and decides to help, putting his search for the Winged Maiden on hold. With his search on hold, and his growing attachment to Misuzu and the small town, will Yukito ever find the Winged Maiden, or is she closer than he thought?",883,309150,['Kyoto Animation'],2005
